"","race","gender","total_months_incarcerated"
"4894","Non-Black / Non-Hispanic","Female",0
"4895","Non-Black / Non-Hispanic","Female",0
"4896","Non-Black / Non-Hispanic","Male",0
"4897","Non-Black / Non-Hispanic","Male",0
"4898","Non-Black / Non-Hispanic","Male",0
"4899","Non-Black / Non-Hispanic","Male",0
"4900","Black","Male",0
"4901","Non-Black / Non-Hispanic","Female",0
"4902","Non-Black / Non-Hispanic","Female",0
"4903","Hispanic","Male",0
"4904","Hispanic","Female",0
"4905","Non-Black / Non-Hispanic","Female",0
"4906","Non-Black / Non-Hispanic","Male",0
"4907","Non-Black / Non-Hispanic","Female",0
"4908","Non-Black / Non-Hispanic","Male",0
"4909","Non-Black / Non-Hispanic","Male",0
"4910","Non-Black / Non-Hispanic","Female",0
"4911","Non-Black / Non-Hispanic","Male",0
"4912","Non-Black / Non-Hispanic","Male",0
"4913","Non-Black / Non-Hispanic","Female",0
"4914","Non-Black / Non-Hispanic","Male",0
"4915","Non-Black / Non-Hispanic","Female",0
"4916","Black","Male",0
"4917","Non-Black / Non-Hispanic","Female",0
"4918","Non-Black / Non-Hispanic","Male",0
"4919","Non-Black / Non-Hispanic","Male",0
"4920","Non-Black / Non-Hispanic","Male",1
"4921","Non-Black / Non-Hispanic","Female",0
"4922","Non-Black / Non-Hispanic","Male",0
"4923","Black","Female",0
"4924","Hispanic","Male",0
"4925","Non-Black / Non-Hispanic","Male",0
"4926","Non-Black / Non-Hispanic","Female",0
"4927","Non-Black / Non-Hispanic","Male",0
"4928","Non-Black / Non-Hispanic","Male",0
"4929","Non-Black / Non-Hispanic","Male",0
"4930","Non-Black / Non-Hispanic","Female",0
"4931","Mixed Race (Non-Hispanic)","Male",0
"4932","Non-Black / Non-Hispanic","Female",0
"4933","Non-Black / Non-Hispanic","Male",0
"4934","Non-Black / Non-Hispanic","Female",0
"4935","Non-Black / Non-Hispanic","Male",0
"4936","Non-Black / Non-Hispanic","Female",0
"4937","Non-Black / Non-Hispanic","Female",0
"4938","Hispanic","Female",0
"4939","Non-Black / Non-Hispanic","Male",0
"4940","Non-Black / Non-Hispanic","Female",0
"4941","Non-Black / Non-Hispanic","Male",0
"4942","Non-Black / Non-Hispanic","Male",0
"4943","Non-Black / Non-Hispanic","Female",0
"4944","Non-Black / Non-Hispanic","Male",0
"4945","Non-Black / Non-Hispanic","Male",0
"4946","Non-Black / Non-Hispanic","Female",0
"4947","Non-Black / Non-Hispanic","Female",0
"4948","Non-Black / Non-Hispanic","Female",0
"4949","Non-Black / Non-Hispanic","Male",0
"4950","Non-Black / Non-Hispanic","Female",0
"4951","Non-Black / Non-Hispanic","Female",0
"4952","Non-Black / Non-Hispanic","Male",0
"4953","Non-Black / Non-Hispanic","Female",0
"4954","Non-Black / Non-Hispanic","Female",0
"4955","Non-Black / Non-Hispanic","Female",0
"4956","Non-Black / Non-Hispanic","Female",0
"4957","Non-Black / Non-Hispanic","Female",0
"4958","Non-Black / Non-Hispanic","Male",0
"4959","Non-Black / Non-Hispanic","Female",0
"4960","Non-Black / Non-Hispanic","Male",0
"4961","Non-Black / Non-Hispanic","Female",0
"4962","Non-Black / Non-Hispanic","Male",0
"4963","Hispanic","Female",0
"4964","Non-Black / Non-Hispanic","Female",0
"4965","Non-Black / Non-Hispanic","Female",0
"4966","Non-Black / Non-Hispanic","Female",0
"4967","Non-Black / Non-Hispanic","Female",0
"4968","Non-Black / Non-Hispanic","Female",0
"4969","Non-Black / Non-Hispanic","Female",0
"4970","Non-Black / Non-Hispanic","Male",0
"4971","Non-Black / Non-Hispanic","Female",0
"4972","Non-Black / Non-Hispanic","Male",0
"4973","Non-Black / Non-Hispanic","Female",0
"4974","Non-Black / Non-Hispanic","Male",0
"4975","Non-Black / Non-Hispanic","Female",0
"4976","Non-Black / Non-Hispanic","Female",0
"4977","Non-Black / Non-Hispanic","Female",0
"4978","Non-Black / Non-Hispanic","Male",0
"4979","Non-Black / Non-Hispanic","Female",0
"4980","Non-Black / Non-Hispanic","Male",0
"4981","Non-Black / Non-Hispanic","Female",0
"4982","Non-Black / Non-Hispanic","Male",0
"4983","Non-Black / Non-Hispanic","Male",0
"4984","Non-Black / Non-Hispanic","Female",0
"4985","Non-Black / Non-Hispanic","Male",0
"4986","Non-Black / Non-Hispanic","Female",0
"4987","Non-Black / Non-Hispanic","Female",0
"4988","Non-Black / Non-Hispanic","Male",0
"4989","Non-Black / Non-Hispanic","Female",0
"4990","Non-Black / Non-Hispanic","Male",0
"4991","Hispanic","Female",0
"4992","Non-Black / Non-Hispanic","Male",0
"4993","Non-Black / Non-Hispanic","Male",0
"4994","Non-Black / Non-Hispanic","Female",0
"4995","Non-Black / Non-Hispanic","Female",0
"4996","Non-Black / Non-Hispanic","Male",0
"4997","Non-Black / Non-Hispanic","Female",0
"4998","Hispanic","Male",0
"4999","Non-Black / Non-Hispanic","Female",0
"5000","Non-Black / Non-Hispanic","Female",0
"5001","Non-Black / Non-Hispanic","Female",0
"5002","Non-Black / Non-Hispanic","Male",0
"5003","Non-Black / Non-Hispanic","Male",1
"5004","Non-Black / Non-Hispanic","Male",0
"5005","Non-Black / Non-Hispanic","Female",0
"5006","Non-Black / Non-Hispanic","Male",0
"5007","Non-Black / Non-Hispanic","Male",0
"5008","Non-Black / Non-Hispanic","Male",0
"5009","Non-Black / Non-Hispanic","Female",0
"5010","Non-Black / Non-Hispanic","Male",0
"5011","Non-Black / Non-Hispanic","Female",0
"5012","Non-Black / Non-Hispanic","Male",0
"5013","Non-Black / Non-Hispanic","Male",0
"5014","Non-Black / Non-Hispanic","Female",0
"5015","Non-Black / Non-Hispanic","Female",0
"5016","Non-Black / Non-Hispanic","Male",0
"5017","Non-Black / Non-Hispanic","Male",0
"5018","Non-Black / Non-Hispanic","Male",0
"5019","Non-Black / Non-Hispanic","Female",0
"5020","Non-Black / Non-Hispanic","Male",0
"5021","Non-Black / Non-Hispanic","Female",0
"5022","Non-Black / Non-Hispanic","Female",0
"5023","Non-Black / Non-Hispanic","Female",0
"5024","Non-Black / Non-Hispanic","Male",0
"5025","Non-Black / Non-Hispanic","Female",0
"5026","Non-Black / Non-Hispanic","Male",0
"5027","Non-Black / Non-Hispanic","Female",0
"5028","Non-Black / Non-Hispanic","Female",0
"5029","Non-Black / Non-Hispanic","Male",0
"5030","Non-Black / Non-Hispanic","Female",0
"5031","Non-Black / Non-Hispanic","Female",0
"5032","Non-Black / Non-Hispanic","Male",0
"5033","Non-Black / Non-Hispanic","Female",0
"5034","Non-Black / Non-Hispanic","Male",0
"5035","Non-Black / Non-Hispanic","Male",0
"5036","Non-Black / Non-Hispanic","Male",0
"5037","Non-Black / Non-Hispanic","Female",0
"5038","Non-Black / Non-Hispanic","Female",0
"5039","Non-Black / Non-Hispanic","Male",0
"5040","Non-Black / Non-Hispanic","Male",0
"5041","Non-Black / Non-Hispanic","Male",12
"5042","Non-Black / Non-Hispanic","Female",0
"5043","Non-Black / Non-Hispanic","Male",7
"5044","Non-Black / Non-Hispanic","Male",0
"5045","Non-Black / Non-Hispanic","Male",0
"5046","Non-Black / Non-Hispanic","Female",0
"5047","Non-Black / Non-Hispanic","Female",0
"5048","Non-Black / Non-Hispanic","Female",0
"5049","Non-Black / Non-Hispanic","Male",0
"5050","Non-Black / Non-Hispanic","Female",0
"5051","Non-Black / Non-Hispanic","Female",0
"5052","Non-Black / Non-Hispanic","Female",0
"5053","Non-Black / Non-Hispanic","Female",0
"5054","Non-Black / Non-Hispanic","Female",0
"5055","Non-Black / Non-Hispanic","Female",0
"5056","Non-Black / Non-Hispanic","Female",0
"5057","Non-Black / Non-Hispanic","Female",0
"5058","Non-Black / Non-Hispanic","Male",0
"5059","Non-Black / Non-Hispanic","Female",0
"5060","Hispanic","Female",0
"5061","Non-Black / Non-Hispanic","Female",0
"5062","Non-Black / Non-Hispanic","Male",0
"5063","Non-Black / Non-Hispanic","Male",0
"5064","Non-Black / Non-Hispanic","Female",0
"5065","Mixed Race (Non-Hispanic)","Male",0
"5066","Mixed Race (Non-Hispanic)","Male",0
"5067","Hispanic","Female",0
"5068","Non-Black / Non-Hispanic","Female",0
"5069","Non-Black / Non-Hispanic","Male",0
"5070","Non-Black / Non-Hispanic","Male",0
"5071","Non-Black / Non-Hispanic","Male",0
"5072","Non-Black / Non-Hispanic","Female",0
"5073","Non-Black / Non-Hispanic","Male",0
"5074","Non-Black / Non-Hispanic","Female",0
"5075","Hispanic","Female",0
"5076","Non-Black / Non-Hispanic","Female",0
"5077","Non-Black / Non-Hispanic","Female",0
"5078","Non-Black / Non-Hispanic","Male",0
"5079","Non-Black / Non-Hispanic","Male",0
"5080","Non-Black / Non-Hispanic","Male",2
"5081","Non-Black / Non-Hispanic","Female",0
"5082","Non-Black / Non-Hispanic","Male",0
"5083","Non-Black / Non-Hispanic","Female",0
"5084","Non-Black / Non-Hispanic","Male",0
"5085","Non-Black / Non-Hispanic","Male",0
"5086","Non-Black / Non-Hispanic","Male",0
"5087","Non-Black / Non-Hispanic","Male",0
"5088","Non-Black / Non-Hispanic","Female",0
"5089","Non-Black / Non-Hispanic","Female",0
"5090","Non-Black / Non-Hispanic","Male",1
"5091","Non-Black / Non-Hispanic","Male",4
"5092","Non-Black / Non-Hispanic","Female",0
"5093","Non-Black / Non-Hispanic","Male",0
"5094","Non-Black / Non-Hispanic","Female",0
"5095","Non-Black / Non-Hispanic","Male",0
"5096","Non-Black / Non-Hispanic","Male",0
"5097","Non-Black / Non-Hispanic","Female",0
"5098","Non-Black / Non-Hispanic","Female",0
"5099","Non-Black / Non-Hispanic","Male",0
"5100","Non-Black / Non-Hispanic","Female",0
"5101","Non-Black / Non-Hispanic","Male",0
"5102","Non-Black / Non-Hispanic","Male",0
"5103","Non-Black / Non-Hispanic","Male",0
"5104","Non-Black / Non-Hispanic","Male",0
"5105","Non-Black / Non-Hispanic","Female",0
"5106","Non-Black / Non-Hispanic","Male",0
"5107","Non-Black / Non-Hispanic","Male",0
"5108","Non-Black / Non-Hispanic","Male",0
"5109","Non-Black / Non-Hispanic","Male",0
"5110","Non-Black / Non-Hispanic","Male",0
"5111","Non-Black / Non-Hispanic","Male",0
"5112","Non-Black / Non-Hispanic","Female",0
"5113","Non-Black / Non-Hispanic","Female",0
"5114","Non-Black / Non-Hispanic","Male",0
"5115","Non-Black / Non-Hispanic","Female",0
"5116","Mixed Race (Non-Hispanic)","Male",0
"5117","Non-Black / Non-Hispanic","Male",0
"5118","Non-Black / Non-Hispanic","Male",0
"5119","Non-Black / Non-Hispanic","Female",0
"5120","Non-Black / Non-Hispanic","Male",0
"5121","Non-Black / Non-Hispanic","Female",0
"5122","Non-Black / Non-Hispanic","Male",0
"5123","Non-Black / Non-Hispanic","Female",0
"5124","Non-Black / Non-Hispanic","Male",0
"5125","Non-Black / Non-Hispanic","Male",0
"5126","Non-Black / Non-Hispanic","Female",0
"5127","Non-Black / Non-Hispanic","Male",0
"5128","Non-Black / Non-Hispanic","Male",0
"5129","Non-Black / Non-Hispanic","Male",0
"5130","Mixed Race (Non-Hispanic)","Male",0
"5131","Non-Black / Non-Hispanic","Male",0
"5132","Non-Black / Non-Hispanic","Female",0
"5133","Non-Black / Non-Hispanic","Male",0
"5134","Non-Black / Non-Hispanic","Male",0
"5135","Non-Black / Non-Hispanic","Female",0
"5136","Non-Black / Non-Hispanic","Female",0
"5137","Non-Black / Non-Hispanic","Male",0
"5138","Non-Black / Non-Hispanic","Male",0
"5139","Non-Black / Non-Hispanic","Male",0
"5140","Non-Black / Non-Hispanic","Female",0
"5141","Non-Black / Non-Hispanic","Female",0
"5142","Non-Black / Non-Hispanic","Female",0
"5143","Black","Female",0
"5144","Non-Black / Non-Hispanic","Male",0
"5145","Non-Black / Non-Hispanic","Female",0
"5146","Non-Black / Non-Hispanic","Male",0
"5147","Non-Black / Non-Hispanic","Female",0
"5148","Non-Black / Non-Hispanic","Male",0
"5149","Hispanic","Female",0
"5150","Non-Black / Non-Hispanic","Female",0
"5151","Non-Black / Non-Hispanic","Female",0
"5152","Non-Black / Non-Hispanic","Male",0
"5153","Non-Black / Non-Hispanic","Female",0
"5154","Non-Black / Non-Hispanic","Female",0
"5155","Non-Black / Non-Hispanic","Female",0
"5156","Non-Black / Non-Hispanic","Female",0
"5157","Non-Black / Non-Hispanic","Female",0
"5158","Non-Black / Non-Hispanic","Male",0
"5159","Non-Black / Non-Hispanic","Male",0
"5160","Non-Black / Non-Hispanic","Male",0
"5161","Non-Black / Non-Hispanic","Male",0
"5162","Non-Black / Non-Hispanic","Female",0
"5163","Non-Black / Non-Hispanic","Female",0
"5164","Non-Black / Non-Hispanic","Female",0
"5165","Non-Black / Non-Hispanic","Female",0
"5166","Non-Black / Non-Hispanic","Female",0
"5167","Non-Black / Non-Hispanic","Male",0
"5168","Non-Black / Non-Hispanic","Female",0
"5169","Mixed Race (Non-Hispanic)","Male",0
"5170","Non-Black / Non-Hispanic","Female",0
"5171","Non-Black / Non-Hispanic","Female",0
"5172","Non-Black / Non-Hispanic","Male",0
"5173","Non-Black / Non-Hispanic","Female",0
"5174","Non-Black / Non-Hispanic","Female",0
"5175","Hispanic","Male",0
"5176","Hispanic","Female",0
"5177","Non-Black / Non-Hispanic","Female",0
"5178","Non-Black / Non-Hispanic","Male",0
"5179","Non-Black / Non-Hispanic","Male",0
"5180","Non-Black / Non-Hispanic","Male",0
"5181","Non-Black / Non-Hispanic","Male",0
"5182","Non-Black / Non-Hispanic","Female",0
"5183","Non-Black / Non-Hispanic","Male",0
"5184","Non-Black / Non-Hispanic","Female",0
"5185","Non-Black / Non-Hispanic","Male",0
"5186","Non-Black / Non-Hispanic","Male",0
"5187","Non-Black / Non-Hispanic","Male",1
"5188","Non-Black / Non-Hispanic","Male",0
"5189","Non-Black / Non-Hispanic","Male",0
"5190","Non-Black / Non-Hispanic","Male",0
"5191","Non-Black / Non-Hispanic","Male",0
"5192","Non-Black / Non-Hispanic","Male",0
"5193","Non-Black / Non-Hispanic","Male",0
"5194","Non-Black / Non-Hispanic","Male",0
"5195","Non-Black / Non-Hispanic","Male",0
"5196","Non-Black / Non-Hispanic","Female",0
"5197","Mixed Race (Non-Hispanic)","Male",0
"5198","Mixed Race (Non-Hispanic)","Female",0
"5199","Non-Black / Non-Hispanic","Male",0
"5200","Non-Black / Non-Hispanic","Female",0
"5201","Non-Black / Non-Hispanic","Male",0
"5202","Non-Black / Non-Hispanic","Male",0
"5203","Non-Black / Non-Hispanic","Female",0
"5204","Non-Black / Non-Hispanic","Female",0
"5205","Non-Black / Non-Hispanic","Male",0
"5206","Non-Black / Non-Hispanic","Female",0
"5207","Hispanic","Male",0
"5208","Hispanic","Female",0
"5209","Non-Black / Non-Hispanic","Female",0
"5210","Non-Black / Non-Hispanic","Male",0
"5211","Non-Black / Non-Hispanic","Male",0
"5212","Non-Black / Non-Hispanic","Female",0
"5213","Hispanic","Male",0
"5214","Non-Black / Non-Hispanic","Male",0
"5215","Non-Black / Non-Hispanic","Female",0
"5216","Non-Black / Non-Hispanic","Male",0
"5217","Mixed Race (Non-Hispanic)","Female",0
"5218","Mixed Race (Non-Hispanic)","Female",0
"5219","Mixed Race (Non-Hispanic)","Female",0
"5220","Non-Black / Non-Hispanic","Female",0
"5221","Non-Black / Non-Hispanic","Female",0
"5222","Non-Black / Non-Hispanic","Female",0
"5223","Hispanic","Male",0
"5224","Hispanic","Female",0
"5225","Non-Black / Non-Hispanic","Female",0
"5226","Non-Black / Non-Hispanic","Male",0
"5227","Non-Black / Non-Hispanic","Female",0
"5228","Non-Black / Non-Hispanic","Female",0
"5229","Non-Black / Non-Hispanic","Female",0
"5230","Non-Black / Non-Hispanic","Female",0
"5231","Non-Black / Non-Hispanic","Female",0
"5232","Non-Black / Non-Hispanic","Female",0
"5233","Non-Black / Non-Hispanic","Male",0
"5234","Non-Black / Non-Hispanic","Female",0
"5235","Non-Black / Non-Hispanic","Male",0
"5236","Non-Black / Non-Hispanic","Male",0
"5237","Non-Black / Non-Hispanic","Female",0
"5238","Non-Black / Non-Hispanic","Male",0
"5239","Non-Black / Non-Hispanic","Female",0
"5240","Non-Black / Non-Hispanic","Male",0
"5241","Non-Black / Non-Hispanic","Female",0
"5242","Non-Black / Non-Hispanic","Female",0
"5243","Non-Black / Non-Hispanic","Male",0
"5244","Non-Black / Non-Hispanic","Male",0
"5245","Non-Black / Non-Hispanic","Male",0
"5246","Non-Black / Non-Hispanic","Female",0
"5247","Non-Black / Non-Hispanic","Female",0
"5248","Non-Black / Non-Hispanic","Male",0
"5249","Non-Black / Non-Hispanic","Female",0
"5250","Non-Black / Non-Hispanic","Male",0
"5251","Non-Black / Non-Hispanic","Male",0
"5252","Non-Black / Non-Hispanic","Female",0
"5253","Non-Black / Non-Hispanic","Female",0
"5254","Non-Black / Non-Hispanic","Female",0
"5255","Non-Black / Non-Hispanic","Female",0
"5256","Non-Black / Non-Hispanic","Female",0
"5257","Non-Black / Non-Hispanic","Female",0
"5258","Non-Black / Non-Hispanic","Female",0
"5259","Non-Black / Non-Hispanic","Male",0
"5260","Non-Black / Non-Hispanic","Male",0
"5261","Non-Black / Non-Hispanic","Male",0
"5262","Non-Black / Non-Hispanic","Male",0
"5263","Non-Black / Non-Hispanic","Female",0
"5264","Non-Black / Non-Hispanic","Male",0
"5265","Non-Black / Non-Hispanic","Male",0
"5266","Non-Black / Non-Hispanic","Male",1
"5267","Non-Black / Non-Hispanic","Male",0
"5268","Non-Black / Non-Hispanic","Male",12
"5269","Non-Black / Non-Hispanic","Male",0
"5270","Hispanic","Male",0
"5271","Non-Black / Non-Hispanic","Male",0
"5272","Non-Black / Non-Hispanic","Male",0
"5273","Non-Black / Non-Hispanic","Male",0
"5274","Non-Black / Non-Hispanic","Male",0
"5275","Non-Black / Non-Hispanic","Female",0
"5276","Non-Black / Non-Hispanic","Female",0
"5277","Non-Black / Non-Hispanic","Male",0
"5278","Non-Black / Non-Hispanic","Female",0
"5279","Non-Black / Non-Hispanic","Female",0
"5280","Non-Black / Non-Hispanic","Male",0
"5281","Non-Black / Non-Hispanic","Female",0
"5282","Non-Black / Non-Hispanic","Female",0
"5283","Hispanic","Male",0
"5284","Hispanic","Male",0
"5285","Non-Black / Non-Hispanic","Male",0
"5286","Non-Black / Non-Hispanic","Male",0
"5287","Non-Black / Non-Hispanic","Female",0
"5288","Non-Black / Non-Hispanic","Male",0
"5289","Non-Black / Non-Hispanic","Male",0
"5290","Non-Black / Non-Hispanic","Female",0
"5291","Non-Black / Non-Hispanic","Female",0
"5292","Non-Black / Non-Hispanic","Male",0
"5293","Non-Black / Non-Hispanic","Male",0
"5294","Non-Black / Non-Hispanic","Male",0
"5295","Non-Black / Non-Hispanic","Female",0
"5296","Non-Black / Non-Hispanic","Male",0
"5297","Non-Black / Non-Hispanic","Male",8
"5298","Non-Black / Non-Hispanic","Female",0
"5299","Non-Black / Non-Hispanic","Male",0
"5300","Non-Black / Non-Hispanic","Male",0
"5301","Black","Male",0
"5302","Non-Black / Non-Hispanic","Male",0
"5303","Non-Black / Non-Hispanic","Male",0
"5304","Black","Female",0
"5305","Black","Female",0
"5306","Non-Black / Non-Hispanic","Male",0
"5307","Non-Black / Non-Hispanic","Female",0
"5308","Non-Black / Non-Hispanic","Female",0
"5309","Non-Black / Non-Hispanic","Female",0
"5310","Non-Black / Non-Hispanic","Female",0
"5311","Non-Black / Non-Hispanic","Male",0
"5312","Black","Female",0
"5313","Black","Male",0
"5314","Black","Male",0
"5315","Non-Black / Non-Hispanic","Female",0
"5316","Non-Black / Non-Hispanic","Female",0
"5317","Black","Female",0
"5318","Black","Female",0
"5319","Black","Male",0
"5320","Black","Female",0
"5321","Black","Female",0
"5322","Black","Male",0
"5323","Black","Female",0
"5324","Non-Black / Non-Hispanic","Male",0
"5325","Non-Black / Non-Hispanic","Female",0
"5326","Non-Black / Non-Hispanic","Male",0
"5327","Non-Black / Non-Hispanic","Male",0
"5328","Non-Black / Non-Hispanic","Female",0
"5329","Non-Black / Non-Hispanic","Female",0
"5330","Non-Black / Non-Hispanic","Female",0
"5331","Non-Black / Non-Hispanic","Male",0
"5332","Non-Black / Non-Hispanic","Female",0
"5333","Non-Black / Non-Hispanic","Male",0
"5334","Black","Female",0
"5335","Black","Female",0
"5336","Black","Male",0
"5337","Black","Male",0
"5338","Black","Male",0
"5339","Non-Black / Non-Hispanic","Female",0
"5340","Non-Black / Non-Hispanic","Male",0
"5341","Black","Male",0
"5342","Black","Female",0
"5343","Black","Male",0
"5344","Black","Male",0
"5345","Black","Male",0
"5346","Black","Female",0
"5347","Black","Male",0
"5348","Black","Female",0
"5349","Black","Male",0
"5350","Black","Male",0
"5351","Non-Black / Non-Hispanic","Female",0
"5352","Black","Male",0
"5353","Black","Female",0
"5354","Black","Male",0
