"","race","gender","total_months_incarcerated"
"4263","Non-Black / Non-Hispanic","Male",0
"4264","Non-Black / Non-Hispanic","Female",0
"4265","Non-Black / Non-Hispanic","Male",0
"4266","Non-Black / Non-Hispanic","Female",0
"4267","Non-Black / Non-Hispanic","Male",0
"4268","Non-Black / Non-Hispanic","Female",0
"4269","Non-Black / Non-Hispanic","Female",0
"4270","Non-Black / Non-Hispanic","Female",0
"4271","Non-Black / Non-Hispanic","Male",0
"4272","Non-Black / Non-Hispanic","Female",0
"4273","Hispanic","Female",0
"4274","Non-Black / Non-Hispanic","Male",0
"4275","Non-Black / Non-Hispanic","Female",0
"4276","Non-Black / Non-Hispanic","Male",0
"4277","Non-Black / Non-Hispanic","Female",0
"4278","Non-Black / Non-Hispanic","Male",0
"4279","Hispanic","Female",0
"4280","Hispanic","Male",0
"4281","Hispanic","Male",0
"4282","Hispanic","Male",0
"4283","Non-Black / Non-Hispanic","Male",0
"4284","Hispanic","Male",0
"4285","Hispanic","Male",0
"4286","Non-Black / Non-Hispanic","Female",0
"4287","Non-Black / Non-Hispanic","Female",0
"4288","Hispanic","Male",0
"4289","Hispanic","Female",0
"4290","Hispanic","Male",0
"4291","Hispanic","Male",0
"4292","Hispanic","Female",0
"4293","Hispanic","Male",0
"4294","Hispanic","Female",0
"4295","Hispanic","Female",0
"4296","Hispanic","Male",0
"4297","Hispanic","Male",0
"4298","Hispanic","Female",0
"4299","Hispanic","Male",0
"4300","Hispanic","Female",0
"4301","Hispanic","Male",0
"4302","Hispanic","Male",0
"4303","Hispanic","Female",0
"4304","Non-Black / Non-Hispanic","Male",0
"4305","Non-Black / Non-Hispanic","Male",0
"4306","Non-Black / Non-Hispanic","Female",0
"4307","Non-Black / Non-Hispanic","Male",0
"4308","Hispanic","Female",0
"4309","Hispanic","Male",0
"4310","Non-Black / Non-Hispanic","Female",0
"4311","Non-Black / Non-Hispanic","Male",0
"4312","Non-Black / Non-Hispanic","Male",0
"4313","Hispanic","Male",0
"4314","Hispanic","Male",0
"4315","Non-Black / Non-Hispanic","Female",0
"4316","Non-Black / Non-Hispanic","Male",0
"4317","Non-Black / Non-Hispanic","Male",0
"4318","Hispanic","Male",0
"4319","Hispanic","Female",0
"4320","Non-Black / Non-Hispanic","Male",0
"4321","Hispanic","Female",0
"4322","Hispanic","Female",0
"4323","Non-Black / Non-Hispanic","Male",0
"4324","Non-Black / Non-Hispanic","Male",0
"4325","Non-Black / Non-Hispanic","Male",0
"4326","Non-Black / Non-Hispanic","Male",0
"4327","Non-Black / Non-Hispanic","Female",0
"4328","Non-Black / Non-Hispanic","Male",0
"4329","Non-Black / Non-Hispanic","Female",0
"4330","Non-Black / Non-Hispanic","Female",0
"4331","Non-Black / Non-Hispanic","Male",0
"4332","Non-Black / Non-Hispanic","Female",0
"4333","Non-Black / Non-Hispanic","Male",0
"4334","Non-Black / Non-Hispanic","Female",0
"4335","Non-Black / Non-Hispanic","Male",0
"4336","Non-Black / Non-Hispanic","Female",0
"4337","Non-Black / Non-Hispanic","Male",0
"4338","Non-Black / Non-Hispanic","Female",1
"4339","Non-Black / Non-Hispanic","Female",0
"4340","Non-Black / Non-Hispanic","Male",0
"4341","Non-Black / Non-Hispanic","Male",0
"4342","Non-Black / Non-Hispanic","Male",0
"4343","Non-Black / Non-Hispanic","Male",0
"4344","Non-Black / Non-Hispanic","Female",0
"4345","Non-Black / Non-Hispanic","Female",0
"4346","Non-Black / Non-Hispanic","Female",0
"4347","Non-Black / Non-Hispanic","Male",0
"4348","Non-Black / Non-Hispanic","Female",0
"4349","Non-Black / Non-Hispanic","Female",0
"4350","Non-Black / Non-Hispanic","Female",0
"4351","Hispanic","Male",0
"4352","Non-Black / Non-Hispanic","Female",0
"4353","Non-Black / Non-Hispanic","Female",0
"4354","Non-Black / Non-Hispanic","Female",0
"4355","Non-Black / Non-Hispanic","Female",0
"4356","Non-Black / Non-Hispanic","Female",0
"4357","Non-Black / Non-Hispanic","Male",0
"4358","Non-Black / Non-Hispanic","Female",0
"4359","Non-Black / Non-Hispanic","Male",0
"4360","Non-Black / Non-Hispanic","Female",0
"4361","Non-Black / Non-Hispanic","Male",0
"4362","Non-Black / Non-Hispanic","Female",0
"4363","Non-Black / Non-Hispanic","Male",0
"4364","Non-Black / Non-Hispanic","Male",0
"4365","Non-Black / Non-Hispanic","Male",0
"4366","Mixed Race (Non-Hispanic)","Male",0
"4367","Non-Black / Non-Hispanic","Male",0
"4368","Non-Black / Non-Hispanic","Male",0
"4369","Non-Black / Non-Hispanic","Female",0
"4370","Non-Black / Non-Hispanic","Male",0
"4371","Non-Black / Non-Hispanic","Male",0
"4372","Non-Black / Non-Hispanic","Female",0
"4373","Non-Black / Non-Hispanic","Female",0
"4374","Non-Black / Non-Hispanic","Male",0
"4375","Non-Black / Non-Hispanic","Female",0
"4376","Non-Black / Non-Hispanic","Male",0
"4377","Non-Black / Non-Hispanic","Female",0
"4378","Non-Black / Non-Hispanic","Female",0
"4379","Non-Black / Non-Hispanic","Male",0
"4380","Non-Black / Non-Hispanic","Male",0
"4381","Non-Black / Non-Hispanic","Male",0
"4382","Non-Black / Non-Hispanic","Female",0
"4383","Non-Black / Non-Hispanic","Male",0
"4384","Non-Black / Non-Hispanic","Female",0
"4385","Non-Black / Non-Hispanic","Male",0
"4386","Hispanic","Male",0
"4387","Non-Black / Non-Hispanic","Female",0
"4388","Mixed Race (Non-Hispanic)","Female",0
"4389","Non-Black / Non-Hispanic","Female",0
"4390","Non-Black / Non-Hispanic","Male",0
"4391","Non-Black / Non-Hispanic","Female",0
"4392","Non-Black / Non-Hispanic","Female",0
"4393","Non-Black / Non-Hispanic","Female",0
"4394","Non-Black / Non-Hispanic","Male",0
"4395","Non-Black / Non-Hispanic","Female",0
"4396","Non-Black / Non-Hispanic","Male",0
"4397","Non-Black / Non-Hispanic","Female",0
"4398","Non-Black / Non-Hispanic","Male",0
"4399","Non-Black / Non-Hispanic","Male",0
"4400","Non-Black / Non-Hispanic","Female",0
"4401","Non-Black / Non-Hispanic","Female",0
"4402","Non-Black / Non-Hispanic","Male",0
"4403","Non-Black / Non-Hispanic","Female",0
"4404","Non-Black / Non-Hispanic","Female",0
"4405","Non-Black / Non-Hispanic","Female",0
"4406","Mixed Race (Non-Hispanic)","Male",0
"4407","Hispanic","Male",0
"4408","Non-Black / Non-Hispanic","Male",0
"4409","Non-Black / Non-Hispanic","Male",0
"4410","Non-Black / Non-Hispanic","Male",0
"4411","Non-Black / Non-Hispanic","Female",0
"4412","Non-Black / Non-Hispanic","Female",0
"4413","Non-Black / Non-Hispanic","Female",0
"4414","Black","Female",0
"4415","Non-Black / Non-Hispanic","Male",0
"4416","Non-Black / Non-Hispanic","Male",0
"4417","Non-Black / Non-Hispanic","Male",0
"4418","Black","Male",0
"4419","Non-Black / Non-Hispanic","Female",0
"4420","Non-Black / Non-Hispanic","Female",0
"4421","Non-Black / Non-Hispanic","Male",0
"4422","Non-Black / Non-Hispanic","Female",0
"4423","Mixed Race (Non-Hispanic)","Male",0
"4424","Non-Black / Non-Hispanic","Male",0
"4425","Mixed Race (Non-Hispanic)","Female",0
"4426","Non-Black / Non-Hispanic","Female",0
"4427","Non-Black / Non-Hispanic","Female",0
"4428","Hispanic","Male",0
"4429","Hispanic","Male",0
"4430","Hispanic","Male",0
"4431","Black","Male",0
"4432","Non-Black / Non-Hispanic","Male",0
"4433","Non-Black / Non-Hispanic","Male",0
"4434","Non-Black / Non-Hispanic","Male",0
"4435","Non-Black / Non-Hispanic","Male",0
"4436","Non-Black / Non-Hispanic","Male",0
"4437","Non-Black / Non-Hispanic","Male",0
"4438","Non-Black / Non-Hispanic","Female",0
"4439","Non-Black / Non-Hispanic","Female",0
"4440","Non-Black / Non-Hispanic","Female",0
"4441","Black","Female",0
"4442","Black","Female",0
"4443","Black","Female",0
"4444","Black","Male",0
"4445","Black","Male",0
"4446","Non-Black / Non-Hispanic","Female",0
"4447","Black","Female",0
"4448","Black","Female",0
"4449","Black","Female",0
"4450","Black","Male",0
"4451","Non-Black / Non-Hispanic","Male",0
"4452","Non-Black / Non-Hispanic","Female",0
"4453","Non-Black / Non-Hispanic","Male",0
"4454","Non-Black / Non-Hispanic","Female",0
"4455","Non-Black / Non-Hispanic","Male",0
"4456","Non-Black / Non-Hispanic","Female",0
"4457","Hispanic","Male",0
"4458","Non-Black / Non-Hispanic","Male",0
"4459","Hispanic","Female",0
"4460","Hispanic","Female",0
"4461","Non-Black / Non-Hispanic","Female",0
"4462","Non-Black / Non-Hispanic","Female",0
"4463","Non-Black / Non-Hispanic","Female",0
"4464","Black","Female",0
"4465","Non-Black / Non-Hispanic","Female",0
"4466","Non-Black / Non-Hispanic","Female",0
"4467","Hispanic","Female",0
"4468","Hispanic","Male",0
"4469","Non-Black / Non-Hispanic","Male",0
"4470","Non-Black / Non-Hispanic","Male",0
"4471","Mixed Race (Non-Hispanic)","Male",0
"4472","Mixed Race (Non-Hispanic)","Female",0
"4473","Mixed Race (Non-Hispanic)","Female",0
"4474","Non-Black / Non-Hispanic","Female",0
"4475","Mixed Race (Non-Hispanic)","Female",0
"4476","Non-Black / Non-Hispanic","Female",0
"4477","Non-Black / Non-Hispanic","Female",0
"4478","Non-Black / Non-Hispanic","Female",0
"4479","Non-Black / Non-Hispanic","Male",0
"4480","Non-Black / Non-Hispanic","Male",0
"4481","Hispanic","Male",0
"4482","Hispanic","Female",0
"4483","Hispanic","Female",0
"4484","Hispanic","Female",0
"4485","Non-Black / Non-Hispanic","Female",0
"4486","Hispanic","Female",0
"4487","Hispanic","Female",0
"4488","Hispanic","Female",0
"4489","Hispanic","Male",0
"4490","Hispanic","Male",0
"4491","Mixed Race (Non-Hispanic)","Male",0
"4492","Non-Black / Non-Hispanic","Female",0
"4493","Hispanic","Male",0
"4494","Hispanic","Female",0
"4495","Hispanic","Female",0
"4496","Non-Black / Non-Hispanic","Female",0
"4497","Non-Black / Non-Hispanic","Male",0
"4498","Non-Black / Non-Hispanic","Male",0
"4499","Non-Black / Non-Hispanic","Female",0
"4500","Non-Black / Non-Hispanic","Male",0
"4501","Non-Black / Non-Hispanic","Male",0
"4502","Non-Black / Non-Hispanic","Female",0
"4503","Hispanic","Female",0
"4504","Non-Black / Non-Hispanic","Female",0
"4505","Hispanic","Male",0
"4506","Hispanic","Female",0
"4507","Non-Black / Non-Hispanic","Female",0
"4508","Non-Black / Non-Hispanic","Female",0
"4509","Non-Black / Non-Hispanic","Female",0
"4510","Non-Black / Non-Hispanic","Female",0
"4511","Non-Black / Non-Hispanic","Female",0
"4512","Mixed Race (Non-Hispanic)","Male",0
"4513","Non-Black / Non-Hispanic","Female",0
"4514","Non-Black / Non-Hispanic","Female",0
"4515","Non-Black / Non-Hispanic","Female",0
"4516","Non-Black / Non-Hispanic","Female",0
"4517","Non-Black / Non-Hispanic","Female",0
"4518","Non-Black / Non-Hispanic","Male",0
"4519","Non-Black / Non-Hispanic","Female",0
"4520","Hispanic","Female",0
"4521","Hispanic","Male",0
"4522","Hispanic","Male",0
"4523","Non-Black / Non-Hispanic","Male",0
"4524","Non-Black / Non-Hispanic","Male",0
"4525","Non-Black / Non-Hispanic","Female",0
"4526","Hispanic","Female",0
"4527","Hispanic","Male",0
"4528","Hispanic","Female",0
"4529","Hispanic","Female",0
"4530","Black","Male",0
"4531","Non-Black / Non-Hispanic","Male",0
"4532","Hispanic","Male",0
"4533","Non-Black / Non-Hispanic","Male",0
"4534","Black","Female",0
"4535","Non-Black / Non-Hispanic","Female",0
"4536","Non-Black / Non-Hispanic","Male",0
"4537","Non-Black / Non-Hispanic","Male",0
"4538","Non-Black / Non-Hispanic","Male",0
"4539","Non-Black / Non-Hispanic","Male",0
"4540","Non-Black / Non-Hispanic","Female",0
"4541","Non-Black / Non-Hispanic","Female",0
"4542","Hispanic","Female",0
"4543","Non-Black / Non-Hispanic","Female",0
"4544","Non-Black / Non-Hispanic","Female",0
"4545","Black","Female",0
"4546","Non-Black / Non-Hispanic","Male",0
"4547","Non-Black / Non-Hispanic","Female",0
"4548","Non-Black / Non-Hispanic","Female",0
"4549","Hispanic","Male",0
"4550","Non-Black / Non-Hispanic","Male",0
"4551","Hispanic","Male",0
"4552","Non-Black / Non-Hispanic","Male",0
"4553","Hispanic","Male",0
"4554","Hispanic","Female",0
"4555","Hispanic","Female",0
"4556","Non-Black / Non-Hispanic","Male",0
"4557","Non-Black / Non-Hispanic","Female",0
"4558","Non-Black / Non-Hispanic","Female",0
"4559","Hispanic","Female",0
"4560","Hispanic","Female",0
"4561","Hispanic","Male",0
"4562","Hispanic","Female",0
"4563","Hispanic","Male",0
"4564","Hispanic","Female",0
"4565","Hispanic","Female",0
"4566","Hispanic","Female",0
"4567","Hispanic","Male",0
"4568","Non-Black / Non-Hispanic","Male",0
"4569","Hispanic","Male",0
"4570","Hispanic","Female",0
"4571","Hispanic","Female",0
"4572","Hispanic","Female",0
"4573","Hispanic","Female",0
"4574","Non-Black / Non-Hispanic","Male",0
"4575","Non-Black / Non-Hispanic","Male",0
"4576","Non-Black / Non-Hispanic","Female",0
"4577","Non-Black / Non-Hispanic","Male",0
"4578","Non-Black / Non-Hispanic","Female",0
"4579","Non-Black / Non-Hispanic","Male",0
"4580","Non-Black / Non-Hispanic","Male",0
"4581","Hispanic","Female",0
"4582","Non-Black / Non-Hispanic","Female",0
"4583","Non-Black / Non-Hispanic","Female",0
"4584","Hispanic","Male",0
"4585","Non-Black / Non-Hispanic","Male",0
"4586","Non-Black / Non-Hispanic","Male",0
"4587","Non-Black / Non-Hispanic","Female",0
"4588","Non-Black / Non-Hispanic","Female",0
"4589","Non-Black / Non-Hispanic","Male",0
"4590","Non-Black / Non-Hispanic","Female",0
"4591","Non-Black / Non-Hispanic","Male",0
"4592","Non-Black / Non-Hispanic","Female",0
"4593","Non-Black / Non-Hispanic","Female",0
"4594","Non-Black / Non-Hispanic","Male",0
"4595","Non-Black / Non-Hispanic","Female",0
"4596","Non-Black / Non-Hispanic","Male",0
"4597","Non-Black / Non-Hispanic","Female",0
"4598","Non-Black / Non-Hispanic","Female",0
"4599","Non-Black / Non-Hispanic","Male",0
"4600","Non-Black / Non-Hispanic","Male",0
"4601","Non-Black / Non-Hispanic","Female",0
"4602","Non-Black / Non-Hispanic","Female",0
"4603","Non-Black / Non-Hispanic","Male",0
"4604","Non-Black / Non-Hispanic","Male",0
"4605","Non-Black / Non-Hispanic","Male",0
"4606","Non-Black / Non-Hispanic","Male",0
"4607","Non-Black / Non-Hispanic","Female",0
"4608","Non-Black / Non-Hispanic","Female",0
"4609","Non-Black / Non-Hispanic","Male",0
"4610","Non-Black / Non-Hispanic","Female",0
"4611","Non-Black / Non-Hispanic","Male",0
"4612","Non-Black / Non-Hispanic","Male",0
"4613","Non-Black / Non-Hispanic","Female",0
"4614","Non-Black / Non-Hispanic","Female",0
"4615","Non-Black / Non-Hispanic","Male",0
"4616","Non-Black / Non-Hispanic","Male",0
"4617","Non-Black / Non-Hispanic","Male",0
"4618","Non-Black / Non-Hispanic","Male",0
"4619","Non-Black / Non-Hispanic","Female",0
"4620","Non-Black / Non-Hispanic","Male",0
"4621","Non-Black / Non-Hispanic","Male",0
"4622","Non-Black / Non-Hispanic","Female",0
"4623","Non-Black / Non-Hispanic","Female",0
"4624","Non-Black / Non-Hispanic","Male",0
"4625","Non-Black / Non-Hispanic","Male",0
"4626","Non-Black / Non-Hispanic","Female",0
"4627","Non-Black / Non-Hispanic","Female",0
"4628","Non-Black / Non-Hispanic","Female",0
"4629","Non-Black / Non-Hispanic","Male",0
"4630","Non-Black / Non-Hispanic","Male",0
"4631","Non-Black / Non-Hispanic","Female",0
"4632","Non-Black / Non-Hispanic","Male",0
"4633","Non-Black / Non-Hispanic","Male",0
"4634","Non-Black / Non-Hispanic","Female",0
"4635","Non-Black / Non-Hispanic","Male",0
"4636","Non-Black / Non-Hispanic","Female",0
"4637","Non-Black / Non-Hispanic","Male",0
"4638","Non-Black / Non-Hispanic","Female",0
"4639","Hispanic","Female",0
"4640","Hispanic","Female",0
"4641","Non-Black / Non-Hispanic","Female",0
"4642","Non-Black / Non-Hispanic","Female",0
"4643","Non-Black / Non-Hispanic","Female",0
"4644","Non-Black / Non-Hispanic","Male",0
"4645","Non-Black / Non-Hispanic","Female",0
"4646","Non-Black / Non-Hispanic","Male",0
"4647","Non-Black / Non-Hispanic","Male",2
"4648","Non-Black / Non-Hispanic","Female",0
"4649","Non-Black / Non-Hispanic","Male",0
"4650","Non-Black / Non-Hispanic","Female",0
"4651","Non-Black / Non-Hispanic","Female",0
"4652","Non-Black / Non-Hispanic","Male",0
"4653","Non-Black / Non-Hispanic","Male",0
"4654","Non-Black / Non-Hispanic","Female",0
"4655","Non-Black / Non-Hispanic","Male",0
"4656","Non-Black / Non-Hispanic","Female",0
"4657","Non-Black / Non-Hispanic","Male",0
"4658","Non-Black / Non-Hispanic","Female",0
"4659","Non-Black / Non-Hispanic","Female",0
"4660","Non-Black / Non-Hispanic","Female",0
"4661","Non-Black / Non-Hispanic","Female",0
"4662","Non-Black / Non-Hispanic","Female",0
"4663","Non-Black / Non-Hispanic","Female",0
"4664","Non-Black / Non-Hispanic","Female",0
"4665","Non-Black / Non-Hispanic","Female",0
"4666","Non-Black / Non-Hispanic","Male",0
"4667","Non-Black / Non-Hispanic","Male",0
"4668","Non-Black / Non-Hispanic","Female",0
"4669","Non-Black / Non-Hispanic","Male",0
"4670","Non-Black / Non-Hispanic","Male",0
"4671","Non-Black / Non-Hispanic","Male",0
"4672","Non-Black / Non-Hispanic","Male",0
"4673","Non-Black / Non-Hispanic","Male",0
"4674","Non-Black / Non-Hispanic","Male",0
"4675","Non-Black / Non-Hispanic","Male",0
"4676","Non-Black / Non-Hispanic","Female",0
"4677","Non-Black / Non-Hispanic","Male",0
"4678","Non-Black / Non-Hispanic","Male",0
"4679","Non-Black / Non-Hispanic","Female",0
"4680","Non-Black / Non-Hispanic","Female",0
"4681","Non-Black / Non-Hispanic","Male",0
"4682","Non-Black / Non-Hispanic","Female",0
"4683","Non-Black / Non-Hispanic","Male",0
"4684","Black","Female",0
"4685","Non-Black / Non-Hispanic","Female",0
"4686","Non-Black / Non-Hispanic","Female",0
"4687","Non-Black / Non-Hispanic","Male",0
"4688","Non-Black / Non-Hispanic","Male",0
"4689","Non-Black / Non-Hispanic","Male",0
"4690","Non-Black / Non-Hispanic","Male",0
"4691","Non-Black / Non-Hispanic","Male",1
"4692","Non-Black / Non-Hispanic","Male",0
"4693","Non-Black / Non-Hispanic","Male",0
"4694","Non-Black / Non-Hispanic","Male",0
"4695","Non-Black / Non-Hispanic","Male",0
"4696","Non-Black / Non-Hispanic","Female",0
"4697","Non-Black / Non-Hispanic","Male",0
"4698","Non-Black / Non-Hispanic","Female",0
"4699","Non-Black / Non-Hispanic","Male",0
"4700","Non-Black / Non-Hispanic","Male",0
"4701","Non-Black / Non-Hispanic","Male",0
"4702","Non-Black / Non-Hispanic","Male",0
"4703","Non-Black / Non-Hispanic","Male",0
"4704","Non-Black / Non-Hispanic","Female",0
"4705","Non-Black / Non-Hispanic","Female",0
"4706","Non-Black / Non-Hispanic","Female",0
"4707","Non-Black / Non-Hispanic","Male",0
"4708","Non-Black / Non-Hispanic","Male",0
"4709","Non-Black / Non-Hispanic","Male",0
"4710","Non-Black / Non-Hispanic","Male",0
"4711","Non-Black / Non-Hispanic","Male",0
"4712","Non-Black / Non-Hispanic","Female",0
"4713","Non-Black / Non-Hispanic","Male",0
"4714","Non-Black / Non-Hispanic","Female",0
"4715","Black","Male",0
"4716","Black","Male",0
"4717","Non-Black / Non-Hispanic","Female",0
"4718","Non-Black / Non-Hispanic","Male",0
"4719","Non-Black / Non-Hispanic","Male",0
"4720","Non-Black / Non-Hispanic","Female",0
"4721","Non-Black / Non-Hispanic","Male",0
"4722","Non-Black / Non-Hispanic","Male",0
"4723","Non-Black / Non-Hispanic","Female",0
"4724","Non-Black / Non-Hispanic","Male",0
"4725","Non-Black / Non-Hispanic","Male",0
"4726","Non-Black / Non-Hispanic","Male",0
"4727","Non-Black / Non-Hispanic","Female",0
"4728","Non-Black / Non-Hispanic","Male",0
"4729","Non-Black / Non-Hispanic","Female",0
"4730","Non-Black / Non-Hispanic","Male",0
"4731","Non-Black / Non-Hispanic","Male",4
"4732","Non-Black / Non-Hispanic","Female",0
"4733","Non-Black / Non-Hispanic","Female",0
"4734","Non-Black / Non-Hispanic","Male",0
"4735","Non-Black / Non-Hispanic","Female",0
"4736","Non-Black / Non-Hispanic","Female",0
"4737","Non-Black / Non-Hispanic","Female",0
"4738","Non-Black / Non-Hispanic","Female",8
"4739","Non-Black / Non-Hispanic","Female",0
"4740","Non-Black / Non-Hispanic","Female",0
"4741","Non-Black / Non-Hispanic","Male",0
"4742","Non-Black / Non-Hispanic","Female",0
"4743","Non-Black / Non-Hispanic","Female",0
"4744","Non-Black / Non-Hispanic","Female",0
"4745","Non-Black / Non-Hispanic","Female",0
"4746","Non-Black / Non-Hispanic","Male",0
"4747","Non-Black / Non-Hispanic","Male",0
"4748","Non-Black / Non-Hispanic","Male",0
"4749","Non-Black / Non-Hispanic","Female",0
"4750","Non-Black / Non-Hispanic","Female",0
"4751","Non-Black / Non-Hispanic","Male",0
"4752","Non-Black / Non-Hispanic","Female",0
"4753","Non-Black / Non-Hispanic","Male",0
"4754","Non-Black / Non-Hispanic","Female",0
"4755","Non-Black / Non-Hispanic","Female",0
"4756","Non-Black / Non-Hispanic","Male",0
"4757","Non-Black / Non-Hispanic","Male",0
"4758","Non-Black / Non-Hispanic","Female",0
"4759","Non-Black / Non-Hispanic","Male",0
"4760","Non-Black / Non-Hispanic","Male",0
"4761","Non-Black / Non-Hispanic","Female",0
"4762","Non-Black / Non-Hispanic","Male",0
"4763","Non-Black / Non-Hispanic","Male",0
"4764","Non-Black / Non-Hispanic","Female",0
"4765","Non-Black / Non-Hispanic","Male",0
"4766","Non-Black / Non-Hispanic","Female",0
"4767","Non-Black / Non-Hispanic","Female",0
"4768","Non-Black / Non-Hispanic","Male",0
"4769","Non-Black / Non-Hispanic","Female",0
"4770","Non-Black / Non-Hispanic","Female",0
"4771","Non-Black / Non-Hispanic","Female",0
"4772","Non-Black / Non-Hispanic","Female",0
"4773","Non-Black / Non-Hispanic","Male",0
"4774","Hispanic","Female",0
"4775","Hispanic","Female",0
"4776","Non-Black / Non-Hispanic","Male",0
"4777","Non-Black / Non-Hispanic","Female",0
"4778","Non-Black / Non-Hispanic","Male",0
"4779","Non-Black / Non-Hispanic","Female",0
"4780","Non-Black / Non-Hispanic","Male",0
"4781","Non-Black / Non-Hispanic","Female",0
"4782","Non-Black / Non-Hispanic","Male",0
"4783","Non-Black / Non-Hispanic","Female",0
"4784","Non-Black / Non-Hispanic","Female",0
"4785","Non-Black / Non-Hispanic","Female",0
"4786","Non-Black / Non-Hispanic","Male",0
"4787","Non-Black / Non-Hispanic","Female",0
"4788","Non-Black / Non-Hispanic","Male",0
"4789","Non-Black / Non-Hispanic","Male",0
"4790","Non-Black / Non-Hispanic","Male",0
"4791","Non-Black / Non-Hispanic","Female",0
"4792","Non-Black / Non-Hispanic","Female",0
"4793","Non-Black / Non-Hispanic","Female",0
"4794","Non-Black / Non-Hispanic","Female",0
"4795","Non-Black / Non-Hispanic","Male",0
"4796","Hispanic","Male",0
"4797","Non-Black / Non-Hispanic","Female",0
"4798","Non-Black / Non-Hispanic","Female",0
"4799","Non-Black / Non-Hispanic","Male",0
"4800","Non-Black / Non-Hispanic","Female",0
"4801","Non-Black / Non-Hispanic","Female",0
"4802","Hispanic","Male",0
"4803","Non-Black / Non-Hispanic","Female",0
"4804","Non-Black / Non-Hispanic","Male",0
"4805","Non-Black / Non-Hispanic","Male",0
"4806","Non-Black / Non-Hispanic","Male",0
"4807","Non-Black / Non-Hispanic","Male",0
"4808","Non-Black / Non-Hispanic","Female",0
"4809","Non-Black / Non-Hispanic","Male",0
"4810","Non-Black / Non-Hispanic","Male",0
"4811","Non-Black / Non-Hispanic","Female",0
"4812","Non-Black / Non-Hispanic","Male",0
"4813","Non-Black / Non-Hispanic","Male",0
"4814","Non-Black / Non-Hispanic","Male",0
"4815","Non-Black / Non-Hispanic","Female",0
"4816","Non-Black / Non-Hispanic","Female",0
"4817","Non-Black / Non-Hispanic","Male",0
"4818","Non-Black / Non-Hispanic","Male",0
"4819","Hispanic","Female",0
"4820","Non-Black / Non-Hispanic","Male",0
"4821","Non-Black / Non-Hispanic","Male",0
"4822","Non-Black / Non-Hispanic","Female",0
"4823","Non-Black / Non-Hispanic","Male",0
"4824","Non-Black / Non-Hispanic","Female",0
"4825","Hispanic","Female",0
"4826","Hispanic","Male",0
"4827","Non-Black / Non-Hispanic","Female",0
"4828","Non-Black / Non-Hispanic","Male",0
"4829","Non-Black / Non-Hispanic","Male",0
"4830","Non-Black / Non-Hispanic","Female",0
"4831","Non-Black / Non-Hispanic","Male",0
"4832","Non-Black / Non-Hispanic","Male",0
"4833","Black","Female",0
"4834","Non-Black / Non-Hispanic","Male",0
"4835","Non-Black / Non-Hispanic","Male",0
"4836","Non-Black / Non-Hispanic","Female",0
"4837","Black","Male",0
"4838","Non-Black / Non-Hispanic","Male",0
"4839","Non-Black / Non-Hispanic","Male",0
"4840","Non-Black / Non-Hispanic","Male",3
"4841","Non-Black / Non-Hispanic","Male",0
"4842","Black","Female",0
"4843","Black","Female",0
"4844","Hispanic","Male",0
"4845","Non-Black / Non-Hispanic","Male",0
"4846","Hispanic","Female",0
"4847","Non-Black / Non-Hispanic","Female",0
"4848","Non-Black / Non-Hispanic","Female",0
"4849","Non-Black / Non-Hispanic","Male",0
"4850","Non-Black / Non-Hispanic","Male",0
"4851","Non-Black / Non-Hispanic","Female",0
"4852","Non-Black / Non-Hispanic","Female",0
"4853","Non-Black / Non-Hispanic","Male",0
"4854","Non-Black / Non-Hispanic","Male",1
"4855","Non-Black / Non-Hispanic","Female",0
"4856","Non-Black / Non-Hispanic","Male",0
"4857","Non-Black / Non-Hispanic","Female",0
"4858","Non-Black / Non-Hispanic","Female",0
"4859","Non-Black / Non-Hispanic","Female",0
"4860","Non-Black / Non-Hispanic","Male",0
"4861","Non-Black / Non-Hispanic","Female",0
"4862","Non-Black / Non-Hispanic","Male",0
"4863","Non-Black / Non-Hispanic","Female",0
"4864","Non-Black / Non-Hispanic","Male",0
"4865","Non-Black / Non-Hispanic","Female",0
"4866","Non-Black / Non-Hispanic","Female",0
"4867","Non-Black / Non-Hispanic","Female",0
"4868","Non-Black / Non-Hispanic","Female",0
"4869","Non-Black / Non-Hispanic","Female",0
"4870","Non-Black / Non-Hispanic","Male",0
"4871","Non-Black / Non-Hispanic","Female",0
"4872","Hispanic","Male",0
"4873","Non-Black / Non-Hispanic","Male",0
"4874","Non-Black / Non-Hispanic","Female",0
"4875","Non-Black / Non-Hispanic","Male",0
"4876","Non-Black / Non-Hispanic","Male",0
"4877","Non-Black / Non-Hispanic","Male",0
"4878","Non-Black / Non-Hispanic","Male",0
"4879","Non-Black / Non-Hispanic","Male",0
"4880","Non-Black / Non-Hispanic","Female",0
"4881","Non-Black / Non-Hispanic","Female",0
"4882","Non-Black / Non-Hispanic","Female",0
"4883","Non-Black / Non-Hispanic","Female",0
"4884","Non-Black / Non-Hispanic","Male",0
"4885","Non-Black / Non-Hispanic","Female",0
"4886","Non-Black / Non-Hispanic","Male",0
"4887","Non-Black / Non-Hispanic","Male",0
"4888","Non-Black / Non-Hispanic","Female",0
"4889","Non-Black / Non-Hispanic","Male",0
"4890","Non-Black / Non-Hispanic","Female",0
"4891","Black","Female",0
"4892","Black","Male",0
"4893","Non-Black / Non-Hispanic","Female",0
